prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,Multi Thread,Multimedia,CG,OS
3970,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixieee,3966  followup from my previous pr.  now document links  in the format    are supported  too.  and i also tested the paper linked in the issue from university network. that works fine  too.            ( (         ----  -   -   -  -   () -  ( -   ( []()?),,3966,fixieee,3966  followup from my previous prnow document links  in the format ` are supported tooand i also tested the paper linked in the issue from university network that works fine too         ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,problems finding fulltext for ieeexplore,issues with ieee full-text importeri have tested the latest master version from  on windows 7 and the following problem is encounteredjabref version 42-dev on windows 7 enterprise (build 7601 service pack:1)steps to reproduce:1 use jabref on a network with full-text access to ieeexplore articles (such as a universitys network)2 start a new library with the following bibtex entry```@inproceedings{morabito2017author  {morabito bruno and klein reinhardt and findeisen rolf}booktitle  {2017 american control conference (acc)}doi  {1023919/acc20177963481}isbn  {978-1-5090-5992-8}month  {may}pages  {3457--3462}publisher  {ieee}title  {{real time feasibility and performance of moving horizon estimation for li-ion batteries based on first principles electrochemical models}}url  {  {2017}}```3  select this reference entry within jabref and hit ```alt``` + ```f7``` or go to ```quality -> look up full text documents```4 after a while the following pop-up dialog box opens```no full text document found for entry morabito2017```5 expected behavior: navigate to this same ```url   this works perfectly fine and full-text pdf can be manually downloaded  the auto downloader should have obtained this pdf and linked it to the citation entry,|| the test for open access articles such as  workthere should be no difference for the other articles as long as you really have accessit is hard to debug for me as i dont have ieee access at university @jabref/developers anyone of you has access? || i can reproduce this error for me the ieee fetcher tests fail when i am connected using university vpnthe html page  i get from the url downloader talks about missing cookie support i will see if i can fix that  || thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you || no please read the text very carefullyi have explicitly mentioned that i am using the latest developmental version the problem still persists please reopen this issue || we just merged a pull request fixing it || @krishnakumarg1984  yes i know but i just merged the code into the master branch the development build gets automatically updated and built by our ci servers whenever someone commits to the master branch this usually takes a couple of minutes the version string contains the first part of the commit id  (help-> about)  || ah i am so sorry for not correctly interpreting what you said i shall try the latest development build and report back sorry for the mild confusion in my last post || @siedlerchr  @stefan-kolb we may have to reopen this issuei just tried with the latest build>>jabref 42-dev--snapshot--2018-04-20--master--8bbc40e13>windows 7 61 x86 >java 180_161from my universitys network and same error pop-up message persists   curiously the event log in jabref is empty i wonder why #3968 says the problem is only with vpn access? i am currently physically on the campus library on a windows 7 machine hard-wired to the network with a lan cable  just to confirm that this is indeed a persisting bug there is no issue with full-text access to this article from a standard browser pointed to the url   || i think @krishnakumarg1984 is right and the issue still persist just looking at the code never going to match ` || hmm thats odd i will look into that again tomorrow  || @krishnakumarg1984  i just merged the fix which supports those the ieee document urls you have like in your entry  and i also tested your entry with university access and worked for me so i would like you to test this again || @siedlerchr  thank you i shall go to university to check this out will report back soon || woohoo you guys are amazing i just tried the latest master-build from my universitys network and can confirm that this is now fixed  was able to download the full-text of the bibtex entry for which the issue was opened thank you for accepting and pro-actively working to fix this issue#### version info of jabref build used:>jabref 42-dev--snapshot--2018-04-21--master--5c664e1d2>windows 7 61 x86 >java 180_161,1.0,0.0,fix checkstyle,,0,0,0,0
4011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reimplement tooltips for file and identifier columns,this 3973.  reimplements tooltips for file-  url-/doi- and eprint-column in the maintable-beta.  ----  -   -   -  -   () -  ( -   ( []()?),,3973,reimplement tooltips for file and identifier columns,this 3973reimplements tooltips for file- url-/doi- and eprint-column in the maintable-beta-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks again for your contribution!,reimplement tooltips in the url column,this is a followup for  tooltips in the url column should be re-activated and display sensible messages,|| fixed by #4011,1.0,0.0,extract not translatable strings out of localization,|| as doi arxiv are not really translateable i would just add them as parameter eg open %0 url  %1 (at least for arxiv) || done!,0,0,0,0
4184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062: ctrl + f selects search field again,         ( (        shortcut was simply not registered. also remove a bit of legacy code which is no longer needed.  ----  -   -   -  -   () -  ( -   ( []()?),,3062,3062: ctrl + f selects search field again,        ( (      because github does not support autolinking there -->shortcut was simply not registered also remove a bit of legacy code which is no longer needed-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,ctrl+f does not select the search field,keywords: shortcut short cut keybinding key binding hotkey hot keyjabref 40-dev windows 10 100 amd64 java 180_144steps to reproduce:1 focus is on the main table2 i press <kbd>ctrl</kbd>+<kbd>f</kbd>3 nothing happensexpected: focus is on the search field,|| i debugged a bit and the action is correclty recognized and the method to requestfocus is called but somehow the textfield is not focused maybe @tobiasdiez  has an idea because he changed that together with the autocompletioni even tried to wrap it in a platformrunlater call but that did not work || happens again in the `maintable-beta` branch as discussed in the devcall i should open issues for issues with that branch (which will become the master branch),1.0,0.0,3062: ctrl + f selects search field again,,0,0,0,0
4212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,make attached files relative to the file directory,4201           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4201,make attached files relative to the file directory,4201        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,jabref 50dev does not respect the standard directory,jabref 50-dev--snapshot--2018-07-12--master--dd9b22911windows 7 61 amd64 java 180_172-  i have tested the latest master version from  and the problem persistssteps to reproduce:1 load jabref 50dev and any library2 try to save a pdf entry for an entry3 you will notice that the path which is saved is the full path the directory in the standard directory entry includedthis is a verschlimmbesserung sorry for the nice german word it means changing not for the better but for the worthfor first entry is manually edited the second not( standard directory is:![grafik](https://user-imagesentcom/9216487/42723330-1c08e69a-875c-11e8-8090-24fa5e38ec8dpng),|| did you add the pdf manually or did you use a fetcher?as far as i remember there was nothing changed in the behavior maybe a cleanup call is needed i currently have the code not at hand  || sorry for the delay:i used the rightclick add file for adding the pdf || it only happens if you use rightclick on entry -> attach fileinside the general tab it works fine  || thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version,1.0,0.0,fix variable name,|| in my opinion this code should be refactored to use the same code as the same action in the entry editor otherwise we will again run into a similar problem where the two actions are different in behavior || as we wanted to get ride of nulls i dont like this change maybe we should use a `monadicbinding` (optional binding) and use an empty string as file type? || please add a short comment explaining what is done here || changed it,0,0,0,0
4245,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix style issues in about dialog,         ( (        4202 and a few other small style related issues. i also created a little new app that make it simple to test the display of javafx controls. as of now  i only added a lot of buttons in different styles and states: (  please merge instead of squashing the commits.  ----  -   -   -  -   () -  ( -   ( []()?),,4202,fix style issues in about dialog,        ( (      because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| lgtm  || i am merging this now,the window for about jabref is to small: the buttons at the bottom are afunctional,jabref 50-dev--snapshot--2018-07-12--master--dd9b22911windows 7 61 amd64 java 180_172-  i have tested the latest master version from  and the problem persistsplease see the image i could not press ?? and ?? i could however copy paste the information about the version etc(https://user-imagesentcom/9216487/42723357-991b9cfe-875c-11e8-90b3-354f224bd0a6png),|| confirmed under windows 10 latest master the window is too small to show the buttons at bottom and you cant resize them( || i digged a bit into this must be related to some binding the change of our dialog layout stuff under the hood the information for authors etc is correctly filled in the variables - so its not the problemin contrast to other dialogs the binding are directly defined in the fxml,1.0,0.0,rename flatbutton to icon-button,,0,0,0,0
4258,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,migrate  to junit5,         ( (        3959]( we migrate some packages imported from junit4 to junit5  such as org.junit.test --> org.junit.jupiter.api.test   org.junit.experimental.categories.category --> org.junit.jupiter.api.tag  and so on.  at the same time  we slightly modify some codes which rely on those packages and doesn t apply to junit5 but applys to junit4. for example   we change @test(excepted = xxx.class) into using assertthrows and lambda  @category(xxx.class) into @tag(“xxx”)    @before into @beforeeach   and so on.  ----  -   -   -  -   () -  ( -   ( []()?),,3959,migrate  to junit5,        ( (      because github does not support autolinking there -->3959]( migrate some packages imported from junit4 to junit5 such as orgjunittest --> orgjunitjupiterapitest  orgjunitexperimentalcategoriescategory --> orgjunitjupiterapitag and so on at the same time we slightly modify some codes which rely on those packages and doesnt apply to junit5 but applys to junit4 for example  we change @test(excepted  xxxclass) into using assertthrows and lambda @category(xxxclass) into @tag(“xxx”)   @before into @beforeeach  and so on-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| first of all thanks for your contribution! 👍  i just took a quick look at the code and it seems youre on a good wayit would be really nice if you convert the temporary folder rule from junit4 to junit5 as well@tobiasdiez already implemented a sample conversion in a test: in addition it would ne also nice if you could migrate the reaming parametrized tests (the old ones rely on the runwith)  examples for the parametrized test can be found in the exporters i thinki think we can get rid of the swing gui tests as they are merely obsolete || now that another pr (#4260) was opened witch converts the tests from junit 4 to 5 i would propose the following:- you make this pr compile (ie fix all the failing tests) in a minimal intrusive way (ie no further conversion of other tests)- we merge this pr and then afterwards #4260 - everything that is still junit 4 at this stage can be converted in further prs || obsolete due to #4260,migrate all tests to junit 5,1 migrate all remaining tests2 remove obsolete gradle dependencies & configurations,|| our importer/exporter and a lot of our other tests rely on this feature:refs  planned for rc1 || do we really need to migrate? the junit5 vintage engine should run the old junit4 tests i already removed the old dependencies at  || @linusdietz good question if junit 4 support does not introduce additional dependencies but is included in junit 5 per default it is really just nice to have migration and not necessary could also be a nice beginners task then || it is a separate dependency  would be nice to migrate all tests at some point to junit 5 but there is no real urgency in doing this for now the only blocker is the temporary file / folder extension (although we could just copy the one provided in the junit sample rep) which however only affects a very small subset of our tests || the tempoaryfolder extension will be published in the junit-pioneer project:  || the tempdir extension is now part of  and a test conversion to this extension can be found in  (sorry for pushing it directly onto the master) || very good so then we can go ahead converting the rest i think this was the only issue left  || thanks to @metatronwings most of the tests are now converted a few things remanin to be done (see  but require a new version of archunit and/or junit thus i put this issue on-hold for the momen || adressed by https://githubcom/jabref/jabref/pull/5394,1.0,0.0,issue 3959 initial commit,,0,0,0,0
4311,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix drag and drop in entry editor,4305  4087 (comment  same issue described)  consistent with preview panel behavior           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4305,fix drag and drop in entry editor,43054087 (comment same issue described)consistent with preview panel behavior        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| as its a copy and paste of the method handling in the preview panel i merge this now,dropping a file on entry editor does nothing,when dropping a file on the entry editor nothing happens (and no error is shown) it works through if one directly drops on the file field,|| just copy and paste of the preview panel methods,1.0,0.0,fix drag and drop in entry editor4305,|| please remove all these globals(eg add the prefs needed to `entryeditorpreferences`),0,0,0,0
4337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix export of corporate author to msoffice,fix tests fix  #4329    the underlying problem is the same as in #4152  however  i came up with a workaround for msoffice.  1. getting the original field 2. check for corporate author (braces start and end) 3. get latex free value 4. readd braces for corporate  5. parse author  the only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces. that one will probably be interpreted as corporate.            ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4329,fix export of corporate author to msoffice,fix testsfix  #4329  the underlying problem is the same as in #4152 however i came up with a workaround for msoffice 1 getting the original field2 check for corporate author (braces start and end)3 get latex free value4 readd braces for corporate 5 parse authorthe only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces that one will probably be interpreted as corporate        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| the author parser is not the problem as long as the braces are present corporate authors are detected and correctly recognized its the latex to unicode converter who kills the braces from corporate authors  this is the core problem see other linked issue and i currently see no easy way to either distinguish latex macros and corporate braces,office export regression in 431 master,-  i have tested the latest master version from  and the problem persistsjabref version 431 and 50-dev--snapshot--2018-09-09--master--4c7194a39 on windows 10microsoft word 1803 (microsoft office 365)regression of #1497 in the latest jabref releasesteps to reproduce:1 use an institute as an author eg```@misc{nvd  author         {{national institute of standards and technology (nist)}}  title          {national vulnerability database ({nvd)} version 22}  url            { export to ms word 2007 xml3 try to load under ms word manage sources### expected```xml<b:source><b:bibtex_entry>misc</b:bibtex_entry><b:sourcetype>misc</b:sourcetype><b:title>national vulnerability database (nvd) version 22</b:title><b:tag>nvd</b:tag><b:url> institute of standards and technology (nist)</b:corporate></b:author></b:source>```### got```xml<b:source><b:bibtex_entry>misc</b:bibtex_entry><b:sourcetype>misc</b:sourcetype><b:title>national vulnerability database (nvd) version 22</b:title><b:tag>nvd</b:tag><b:url>http://nvdnistgov/</b:url><b:author><b:author><b:namelist><b:person><b:last>standards</b:last><b:middle>institute</b:middle><b:first>national</b:first></b:person><b:person><b:last>(nist)</b:last><b:first>technology</b:first></b:person></b:namelist></b:author></b:author></b:source>```,,1.0,0.0,add comment,,0,0,0,0
4355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto trim url field,         ( (       fixes 4288] created a formatter to auto trim all kinds of whitespace defined by java ----  -   -   -  -   () _no need_ -  ( -   ( []()?),,4288,auto trim url field,        ( (      because github does not support autolinking there -->fixes 4288]created a formatter to auto trim all kinds of whitespace defined by java-----  change in changelogmd described-  -  manually tested changed features in running jabref-   () _no need_-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,trim url field in entry editor,feature request/bug report from the forum:1 copy the following in the source tab of an entry2 try to open the url3 explorer is opened (on windows)solution would be to trim the url field automatically```url  { 1<1655:tosocc>20co2}```http://discoursejabreforg/t/jabref-cannot-identify-the-url-if-there-is-space-between-the-url-and-opening-and-closing-braces/1314,|| i thought opening and closing spaces were automatically trimmed for each field before? || cant seem to pinpoint where url fields are to be trimmed the only method that seems to deal with urls is in modsexporterjava called addurl i added code to trim url but doesnt reflect in the application does anyone know what i am missing?  || hithe right place is in the entry editor i saw that there is already a paste handler for the the url field in the fieldseditors class   i think it should be sufficient to create a copy of the  removenewlinesformatter which only removes newlines before the first opening brace and the last closing brace and then add this as paste handler to the code area || thanks to @songyu-wang this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version,1.0,0.0,fix ci error,,0,0,0,0
4389,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,display deprecated fields in misc entry also in optional fields tab,4388   the reason for the original code was to 3046   however i couldn t reproduce the issue mentioned there after i removed it. the custom entry types dialog effectively prevents you from adding from the same field twice.            ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4388,display deprecated fields in misc entry also in optional fields tab,4388 the reason for the original code was to 3046  however i couldnt reproduce the issue mentioned there after i removed it the custom entry types dialog effectively prevents you from adding from the same field twice         ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,misc entry has year and month both in optional and deprecated tabs,jabref 431linux 41814-arch1-1-arch amd64 java 180_192steps to reproduce:1 create and select a misc entry in biblatex modewhile these fields should be in the required tab as biblatex manual says:> required fields: `author/editor title year/date`> optional fields: `subtitle titleaddon languagehowpublishedtypeversionnoteorganizationlocationdatemonthyearaddendumpubstatedieprinteprintclasseprinttypeurlurldate`,|| i talked to the  biblatex guys  plk/biblatex#833 and its an error in the specification it does not make sense to add the fields double year and months are only valid in required fields,1.0,0.0,display deprecated fields in misc entry also in optional fields tab4388,|| why do you add date and year here? they fields are already in the required tab? || doesnt this now also shows the deprecated fields in the second optional pane? || see biblatex manual 211 misc entry type its listed both in required and optional fields either its an error in the spec or there is some reason why this is double?>required felds: author/editor title year/date>optional felds: subtitle titleaddon language howpublished>type version note organization location date month year>addendum pubstate doi eprint eprintclass eprinttype url>urldate || yes that looks to me like an error in manual  || it was confirmed as an error created an issue at biblatex repo,0,0,0,0
4429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix bug when edit group name,issue #3189,,3189,fix bug when edit group name,issue #3189,|| ![bandicam 2018-10-29 16-33-15-599](https://user-imagesentcom/15236829/47645400-1bf11b80-db9b-11e8-969d-68eee23c8dadgif),renaming a group via groups interface does not change the group name in the interface,jabref 40-devlinux 440-92-generic amd64 java 180_131steps to reproduce:0 open group interface (groups -> toggle groups interface)1 create a group2 add an item to the group3 right click on the group in the group interface -> edit group4 change the group namegroup name in the interface stays the same  if you check the group name by selecting an item and going to its bibtex source you can see the change there![screenshot from 2017-09-02 18-09-52](https://user-imagesentcom/17808285/29999791-1e14ef46-900a-11e7-9ae3-2b2150bc8149png),|| when you close and expand the group the change should also be visible no idea though why it is not visible immediately the same issue occurs if you assign an icon or color to the group || might be related to this: || these bug still exists i will work on it || when i press edit group that show `orgjabrefmodelgroupsabstractgroup#name` instead of `orgjabrefguigroupsgroupnodeviewmodel#displayname` why? whats the difference between them? || the `displayname` is a formatted version of `name` for example if `name` contains latex commands like `hell\{o}` then `displayname` is the unicode version `helló` || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || can confirm this has been fixed in:jabref 50-dev--snapshot--2019-01-05--master--d281ece4bwindows 10 100 amd64 java 180_191,1.0,0.0,change row name if group name changed,,0,0,0,0
4470,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189 fix group renaming,fix group renaming #3189 .,,3189,3189 fix group renaming,fix group renaming #3189,|| fixed  || please have a look at the failing tests and please test if the latex stuff is still transformed to unicode after rename  || @ali96kz why did you close the pull request? you can simply push your changes to your branch and the pr is updated  || @tobiasdiez could you review again?,renaming a group via groups interface does not change the group name in the interface,jabref 40-devlinux 440-92-generic amd64 java 180_131steps to reproduce:0 open group interface (groups -> toggle groups interface)1 create a group2 add an item to the group3 right click on the group in the group interface -> edit group4 change the group namegroup name in the interface stays the same  if you check the group name by selecting an item and going to its bibtex source you can see the change there![screenshot from 2017-09-02 18-09-52](https://user-imagesentcom/17808285/29999791-1e14ef46-900a-11e7-9ae3-2b2150bc8149png),|| when you close and expand the group the change should also be visible no idea though why it is not visible immediately the same issue occurs if you assign an icon or color to the group || might be related to this: || these bug still exists i will work on it || when i press edit group that show `orgjabrefmodelgroupsabstractgroup#name` instead of `orgjabrefguigroupsgroupnodeviewmodel#displayname` why? whats the difference between them? || the `displayname` is a formatted version of `name` for example if `name` contains latex commands like `hell\{o}` then `displayname` is the unicode version `helló` || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || can confirm this has been fixed in:jabref 50-dev--snapshot--2019-01-05--master--d281ece4bwindows 10 100 amd64 java 180_191,1.0,0.0,fix code style,|| _you should probably call here getvalue()  || fixed || this should be```suggestion        displaynameproperty  new simplestringproperty()        displaynamepropertybind(easybindmap(groupnodegetgroup()nameproperty() formatter:format))```we want to update the displayed name every time the name of the group changes using the formatter || the indent looks to be off || why did you removed this code?  || changing this to `stringproperty` shouldnt be necessary normally the table automatically refreshes the cell if the underlying data is changed please revert this change even if then the bug is no longer fixed (see the general comment),0,0,0,0
4547,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,do not extract file ending from urls,4544 do not extract file ending from urls,,4544,do not extract file ending from urls,4544 do not extract file ending from urls,|| should also 4480 please check @tobiasdiez i cannot access jstor stuff due to 403 however with any url and some appended key values like ?accetptrue it works for me again || please fix the checkstyle issue (import with * is not allowed),downloads from arxiv saved with wrong file suffix,this is with the current snapshot (jabref 50-dev--snapshot--2018-12-19--master--949d20496) opening the attached bibtex library and trying to download the respective pdf via the entrys general tab leads to a file name ending in `01203v1` instead of `pdf` the contents are fine though this is most probably due to the url used by arxiv: ` but that shouldnt be an excuse )[arxivbibtxt](https://githubcom/jabref/jabref/files/2700102/arxivbibtxt),|| thanks to @stefan-kolb  this should be fixed  in the latest masterwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version,1.0,0.0,checkstyle,|| if i remember we have a no * for imports convention  || do we really need a whole new library simply for the detection of the file extension? || its actually not that straight forward to detect media types and map them to file extensions the library itself claims to be very small when only reliying on the core package,0,0,0,0
4549,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixes that renaming a group did not change the group name in the interface,3189.,,3189,fixes that renaming a group did not change the group name in the interface,3189,,renaming a group via groups interface does not change the group name in the interface,jabref 40-devlinux 440-92-generic amd64 java 180_131steps to reproduce:0 open group interface (groups -> toggle groups interface)1 create a group2 add an item to the group3 right click on the group in the group interface -> edit group4 change the group namegroup name in the interface stays the same  if you check the group name by selecting an item and going to its bibtex source you can see the change there![screenshot from 2017-09-02 18-09-52](https://user-imagesentcom/17808285/29999791-1e14ef46-900a-11e7-9ae3-2b2150bc8149png),|| when you close and expand the group the change should also be visible no idea though why it is not visible immediately the same issue occurs if you assign an icon or color to the group || might be related to this: || these bug still exists i will work on it || when i press edit group that show `orgjabrefmodelgroupsabstractgroup#name` instead of `orgjabrefguigroupsgroupnodeviewmodel#displayname` why? whats the difference between them? || the `displayname` is a formatted version of `name` for example if `name` contains latex commands like `hell\{o}` then `displayname` is the unicode version `helló` || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || can confirm this has been fixed in:jabref 50-dev--snapshot--2019-01-05--master--d281ece4bwindows 10 100 amd64 java 180_191,1.0,0.0,fixes that renaming a group did not change the group name in the interface3189,,0,0,0,0
4604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enable default cursor for new entry,4600. sets text field on focus at the end of initialization by running the javafx thread.  ----  -   -   -  -   () -  ( -   ( []()?),,4600,enable default cursor for new entry,4600sets text field on focus at the end of initialization by running the javafx thread-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,new entry default cursor location,jabref 50-dev--snapshot--2019-01-21--master--40d049e08windows 10 100 amd64 java 180_172issue:1 copy a doi number from any website2 switch to jabref hit ctrl-n for a new entry window3 there is no cursors so one cannot hit just simply ctrl-v copying in the doi numbersolution:make the cursor by default in the id text field there is anyway no other place where the cursor should be active in that overlay window this would enhance greatly the workflow and usability,|| thanks to @chelseyong this is now implemented in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version,1.0,0.0,force javafx to run thread,,0,0,0,0
4644,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fix for issue 4641: remove usage of tempdirectory extension from junit-pioneer,fixes: #4641  removed the tempdirectory extension from junit-pioneer with the built-in extension of junit 5.4 ---- -  -  (),,4641,fix for issue 4641: remove usage of tempdirectory extension from junit-pioneer,fixes: #4641 removed the tempdirectory extension from junit-pioneer with the built-in extension of junit 54-----  manually tested changed features in running jabref-  (https://githubcom/joelparkerhenderson/git_commit_message),|| perfect thanks a lot!,remove usage of tempdirectory extension from junit-pioneer,as of junit 54 the temporary directory extension is included in the main api see [documentation]( thus we can replace the `tempdirectory` extension from junit-pioneer with the built-in extension (and remove the `junit-pioneer` dependency),|| i am working on this issue,1.0,0.0,removed unused import,,0,0,0,0
