prNumber,Logging,Data Structure,Logic,Setup,Util,Microservices,Test,App,Search,i18n,Parser,APM,UI,Utlity,Multi Thread,OS,Interpreter,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,NLP,Network,DB,Error Handling,Lang,DevOps,ML,IO,Security,Cloud,Big Data,Event Handling,GIS,Multimedia,CG
7591,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[fxcop] removed wox.crashreporter,   _?_ removed unused project wox.crashreporter    5129  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_ this change was validated by building powertoys.sln  powertoyssetup.sln and powertoysbootstrapper.sln from a clean state  and running all unit tests,,5129,[fxcop] removed woxcrashreporter,   _ ?_removed unused project woxcrashreporter     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_this change was validated by building powertoyssln powertoyssetupsln and powertoysbootstrappersln from a clean state and running all unit tests,,[chore] enable static analysis (fxcopanalyzers) on c# projects,#  <!-- a clear and concise description of what the problem is that the new feature would solvedescribe why and how a user would use this new functionality (if applicable)-->1  enable static analysis on each of the >     `csproj files  project -> properties -> codeanalysis -> microsoftcodeanalysisfxcopanalyzers `2  set warnings as errors on each project3 fix any errors due to static analysis4 validate consistent behavior by testing locally 5 ensure unit tests pass # proposed technical implementation details (optional)fix the following projects: -   fancyzoneseditorcsproj <- blocked due to multi-mon improvements-   win-app-drivercsproj-   ~~telemetrycsproj <- #6642 was reverted~~ farm swaps this file will fail if we do this how everything currently is  the change honestly isnt really that massive  done-   woxinfrastructurecsproj - #7590-   microsoftpowertoyssettingsuicsproj - #7559 -   woxcrashreportercsproj - #7591-   woxplugincsproj - #7457 #7464 #7465 #7595-   microsoftpluginuriunittestscsproj - #7562-   microsoftpowertoyssettingsuirunnercsproj - #7485 -   microsoftpowertoyssettingsuilibcsproj - #7187 #7257 #7385 #7403 -   woxtestcsproj -    woxcorecsproj -      microsoftpowertoyssettingsuiunittestscsproj - #6987 - [x] imageresizeruicsproj - #6841- [x] unittest-previewhandlercommoncsproj - #6833- [x] colorpickeruicsproj - #6464- [x] imageresizeruitestcsproj - #6481- [x] unittests-svgthumbnailprovidercsproj- [x] unittests-svgpreviewhandlercsproj- [x] previewhandlercommoncsproj <- #6762- [x] markdownpreviewhandlercsproj <- #6646- [x] managedcommoncsproj- [x] microsoftinteroptestscsproj <- #6668- [x] svgpreviewhandlercsproj <- #6647- [x] unittests-markdownpreviewhandlercsproj <- #6758- [x] svgthumbnailprovidercsproj <- #6757- [x] powerlaunchercsproj- [x] powerlaunchertelemetrycsproj <- #6259- [x] microsoftpluginfoldercsproj- [x] microsoftpluginindexercsproj- [x] microsoftpluginprogramcsproj- [x] microsoftpluginprogramunittestscsproj- [x] microsoftpluginshellcsproj- [x] microsoftplugincalculatorcsproj- [x] microsoftpluginuricsproj- [x] microsoftpluginwindowwalkercsproj <- #6260,@crutkas ive updated the title and description to include all csproj files that need static analysis  because this is expanding the scope beyond the launcher plugins i will probably remove the invest milestone  what do you think? || im good with that || im going to close this out and create a new issue for a wrapper issue with stylecop and fxcop  few projects need to be touched ||,1.0,0.0,removed woxcrashreporter folder since it is not being used anywhere,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[powerlauncher] remove mahapps dependency and add own librarythemeprovider,   _?_    7594  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __  this pr removes the mahapps dependency from powerlauncher. because it s not necessary together with the theming stuff from controlzex.     _?_  @crutkas can you look at this? thx.,,7594,[powerlauncher] remove mahapps dependency and add own librarythemeprovider,   _ ?_     7594 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_this pr removes the mahapps dependency from powerlauncher because its not necessary together with the theming stuff from controlzex   _ ?_@crutkas can you look at this? thx,@punker76 is there an open issue for this? || @enricogior i dont know @crutkas asked me on twitter if its possible to remove the mahapps dependency || #7594 || yes i opened one  || minus that single wsx tweak this looks good  want to do a quick run but seems solid || somewhat related: for colorpicker editor (and i can imagine fz editor v2) we are using the same implementation as run i guess it would make sense to have a similar implementation as this prdoes it make sense to move librarythemeprovider to a lib so its easy to access for other (future) wpf powertoys modules? || since this pr touches the msi lets test it building the installer installing pt and verifying there a no major issues || @niels9001 please open an issue   @punker76 pt run starts with the correct theme however changing windows color has no effects on the pt run theme || @punker76 the issue seems to be because `themechanged` callback is not getting triggered || @somil55 > @punker76 the issue seems to be because `themechanged` callback is not getting triggeredill take a look tomorrow (german time) || @somil55 @crutkas > > > @punker76 the issue seems to be because `themechanged` callback is not getting triggered> > ill take a look tomorrow (german time)its   now || @punker76 it is working fine when switching between dark/light mode however it is not working when switching between high contrast modes || > however it is not working when switching between high contrast modes@somil55 i think there is no trigger from windows itself for it but i will check this too || > > however it is not working when switching between high contrast modes> > @somil55 i think there is no trigger from windows itself for it but i will check this toothat explains it but `themesyncmodesyncall` worked fine for me || > since this pr touches the msi lets test it building the installer installing pt and verifying there a no major issuesive built the installer and tested pt there wasnt any building issue and no regression was found   || @somil55 all theme trigger should now work including changes between highcontrast themes || @punker76 just the one q on the json / new xaml file they are marked embedded so just verifying  ||  ,remove mahapps dependency on woxpluginthememanager,currently for theming we leverage its mahappslibrarythemeproviderdefaultinstancewe should just create our own instance of this  no need to get the entire library for this single item,@punker76 has a pr for this || shipped with 027 release  ||,1.0,0.0,[powerlauncher] fix getting theme changed event for and between highcontrast setting,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7643,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[accessibility][fancyzones editor] close edit canvas layout and edit grid layout windows by pressing esc,   _?_ enable closing edit canvas layout and edit grid layout windows by pressing esc button.    navigating to  close  button using e.g. tab button requires bigger rework of these windows. as complete rework of editor is planned  this will probably be part of that work.    7113 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #     _?_ scenario 1: open power toys app navigate to fancy zone button and activate it. navigate to launch zones editor and activate it. navigate to custom tab in choose your layout for this desktop dialog and select it. navigate to create new custom item and selet it navigate to edit selected layout element and activate it. press esc button and confirm that edit selected layout window is closed  scenario 2: open power toys app navigate to fancy zone button and activate it. navigate to launch zones editor and activate it. navigate to priority grid layout and select it. navigate to edit selected layout element and activate it. press esc button and confirm that edit selected layout window is closed,,7113,[accessibility][fancyzones editor] close edit canvas layout and edit grid layout windows by pressing esc,   _ ?_enable closing edit canvas layout and edit grid layout windows by pressing esc button  navigating to close button using eg tab button requires bigger rework of these windows as complete rework of editor is planned this will probably be part of that work     7113*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    _ ?_scenario 1:open power toys appnavigate to fancy zone button and activate itnavigate to launch zones editor and activate itnavigate to custom tab in choose your layout for this desktop dialog and select itnavigate to create new custom item and selet itnavigate to edit selected layout element and activate itpress esc button and confirm that edit selected layout window is closedscenario 2:open power toys appnavigate to fancy zone button and activate itnavigate to launch zones editor and activate itnavigate to priority grid layout and select itnavigate to edit selected layout element and activate itpress esc button and confirm that edit selected layout window is closed,,[keyboard navigation- fancy zones-launch zones-create new custom]: close button of the custom layout creator dialog is not accessible by keyboard,[fancy zones-launch zones -utility-create new custom] user experience: keyboard users will be disoriented here as close button of the opened dialog is not accessible by keyboard and there is not method available to close the dialog test environment: os version: 202211000app name: power toy previewapp version: v0230screen reader: narrator repro steps: 1 open power toys app2 navigate to fancy zone button and activate it3 navigate to launch zones editor and activate it4 navigate to custom tab in  choose your layout for this desktop dialog and select it5 navigate to create new custom item and selet it 6 navigate to edit selected layout element and activate it7 try to navigate to close button of the dialog opened and verify the issue actual result:**close button of the custom layout creator dialog is not accessible by keyboard and the dialog is not getting closed by esc key also **expected result:**close button of the custom layout creator dialog should be accessible by keyboard and actionable by enter/space key or esc key should close the dialog**mas reference:**[ a new custom-mas211-close button is not accessible by keyboardzip](https://githubcom/microsoft/powertoys/files/5329557/createanewcustom-mas211-closebuttonisnotaccessiblebykeyboardzip),shipped with 027 release  ||,1.0,0.0,enable closing edit canvas layout and edit grid layout windows by pressing esc button,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,add unit tests for incorrect settings json files,   settings was crashing when the settings.json file is corrupt.  try-catch blocks have been added to catch such exceptions and ensure that the default settings.json configurations are loaded if the settings file is corrupt in previous prs - #7553.  _?_    6587 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __  this pr adds tests to validate that settings does not crash when the settings.json file is corrupt. all the added settings.json files are actual corrupt files shared by a user who faced this issue and are filled with only zeros.     _?_  the new and existing tests pass.,,6587,add unit tests for incorrect settings json files,   settings was crashing when the settingsjson file is corrupt try-catch blocks have been added to catch such exceptions and ensure that the default settingsjson configurations are loaded if the settings file is corrupt in previous prs - #7553_ ?_     6587*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_this pr adds tests to validate that settings does not crash when the settingsjson file is corruptall the added settingsjson files are actual corrupt files shared by a user who faced this issue and are filled with only zeros   _ ?_the new and existing tests pass,> shouldnt we add a test case for the trailing 0s? the behavior is slightly different between the two because for completely corrupt we would be loading the default values whereas for the trailing 0 case the settings file may have non-default values and we load that correctly because of the `trim` step@arjunbalgovind yes thats true and thats why i brought it up today morning however if you look at the way all the tests are right now to ensure that the settingsjson values are persistent (ie by checking that the values are the same and that the read function is called) is done in this pr for corrupt files so i felt that adding another set of data files to do the same test wouldnt make much sensealso to add to that i felt that the trailing eof characters are a one off case in the sense that they would either fix the very specific case or lead to a json exception the test for the json exception has already been added in this pr so in a way this captures the other scenarios as well || @ryanbodrug-microsoft do you have any thoughts? i could set some non default value in the settingsjson and verify that the non-default value persists but im not sure if we want to test that || > @ryanbodrug-microsoft do you have any thoughts?> i could set some non default value in the settingsjson and verify that the non-default value persists but im not sure if we want to test thatim okay with the changes as is  imho the intent of this pr might make more sense as a test for settingsutils  i personally would have just added a test in setttingsutilstests like    getsettingsshouldreturndefaultsettingswhenfileiscorrupt (or contains nulls/trailingnulls)  these changes encapsulate that logic but its done at a higher level which forces them to be more integration tests than unit tests  ||,unit test to be added for 0x00 settings json file fix,from fix in #6413 we should add a unit test inas  will have some tweaks waiting for that to go in,shipped with 027 release  ||,1.0,0.0,add a settings utils to test that a default item is returned when the json file is corrupt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7708,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,spelling,   these are minor spelling fixes (a couple of renamed files)    7700 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  this is a precondition to adding a spell checking action (otherwise it will scream)     _?_,,7700,spelling,   these are minor spelling fixes (a couple of renamed files)     7700*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthis is a precondition to adding a spell checking action (otherwise it will scream)   _ ?_,lets roll back the lcl changes here while we sync with the loc team also they run a high risk of automatically overwriting that change due to their system  || sure the spell checker action will actually ignore those files (the replacement tool i use long predates the spell checker action and thus doesnt know to ignore them) || @enricogior im good with this looking at the spelling tweaks once it passes ci  you too? || @crutkas what about the codeanalysis fixing? the code was imported right? if you update it in the future those changes will cause conflicts? || which code analysis?  fxcop stuff?   that was all wrapped up last week minus fz editor and winappdriver || @crutkas i meant the spelling fixes like this  the codeanalysis files || @enricogior thats fine  the description is just for us  || @enricogior any objections then from my checking in? || @crutkas no im ok ||,[github actions] make use of github actions for spell checking,<!-- briefly describe which document needs to be corrected and why -->  📝 provide a description of requested docs changes[microsoft/terminal]( makes use of github actions to find spelling errors in code and docs_what is the purpose and what should be changed?_this is different from regular spell checkers it can understand that wordcanbecombined and things like that#7577 reminds us that spelling errors can go uncheckedi *believe* that [terminal]( is using this particular [action]( can choose to ignore certain words by committing those words in a txt file in pr itself,this is a good idea || @dhowett what action is your team using for spelling? || i believe it’s @jsoref’s spell checking action he has been really on top of things and it’s an excellent part of our ci pipeline you could copy our setup directly  || yeah happy to help (probably next week) || fwiw i apparently did this a while ago so you could start here:  || closing this issue because its   and is not relevant to release ||,1.0,0.0,merge branch master into spelling,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[pt run] folder path starting with backslash,   support for path starting with backslash: an absolute path from the root of the current drive     3911 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #3911   info on pull request  support for path starting with backslash the \ is replaced with windows drive (in most cases c:\)     - open pt run - type a path that starts with backslash (e.g. \windows\system32) - press enter,,3911,[pt run] folder path starting with backslash,   support for path starting with backslash:  an absolute path from the root of the current drive  pr checklist*    3911*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #3911  info on pull requestsupport for path starting with backslashthe  \  is replaced with windows drive (in most cases c:\)   - open pt run- type a path that starts with backslash (eg \windows\system32)- press enter,hi @davidegiacometti thanks for the contribution well try to review and merge it today ||,launcher does not auto-complete or open file paths beginning with a backslash, ```windows build number: 10018363836powertoys version: 0181 : launcher```#  1 alt + space2 type `\windows\system32\notepadexe` and hit enter#  the launcher would realize that its a path and attempt to auto-complete path and open the file when i hit enter#  no auto-completion and the program never opens# screenshots (https://user-images entcom/5449193/83332756-ca66b200-a251-11ea-8339-68402a8e9adapng),run prompt can do this style behavior || shipped with 027 release  ||,1.0,0.0,handle single \ input,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,imageresizer: skip settings tab focus when hidden,   had to bind to  visibility   since binding  showadvancedsettings  didn t produce any effect.    7030     pressed tab multiple times,,7030,imageresizer: skip settings tab focus when hidden,   had to bind to `visibility` since binding `showadvancedsettings` didnt produce any effect     7030   pressed tab multiple times,,[keyboard navigation - settings>image resizer>file explorer]: keyboard focus is landing on the settings hidden control in  image resizer pane,[power toys settings - image resizer  >file explorer(system)] user experience: this will impact the keyboard users if the keyboard focus is landing on the hidden control as users will be confuse test environment: os version: 202211000app name: power toy previewapp version: v0230screen reader: narrator repro steps: 1 open file explorer using win+e key2 navigate to any photo and press right click3 navigate to image resizer and activate it image resizer will open4 navigate the image resizer with tab key and verify the issue actual result:**keyboard focus is landing on the settings hidden control in image resizer pane and on activating it settings dialog will open**note:**users are not able to activate settings link with mouse**expected result:**settings link should be visible on screen and on activating it settings dialog should open**mas reference:** resizer_mas243_focus is landing on hidden controlzip](https://githubcom/microsoft/powertoys/files/5328596/23_imageresizer_mas243_focusislandingonhiddencontrolzip),shipped with 027 release  || issue is   verified on os version: 202571 app version: v0270 ||,1.0,0.0,imageresizer: skip settings tab focus when hidden,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7935,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[pt run] log file not created,   in master and 0.25.0 pt run log file is not created.    7834 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #7834   info on pull request  pt run log file is not created.     after pt run startup the log file is created in  c:\users\david\appdata\local\microsoft\powertoys\powertoys run\logs .,,7834,[pt run] log file not created,   in master and 0250 pt run log file is not created     7834*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #7834  info on pull requestpt run log file is not created   after pt run startup the log file is created in `c:\users\david\appdata\local\microsoft\powertoys\powertoys run\logs`,@davidegiacometti thanks for fixing this! || i noticed that the logs are kept on the filesystem we may consider cleaning them up at least when we upgrade to a newer version@crutkas @yuyoyuppe whats you take on that? we have several places where we may consider adding the cleanup code and its not necessary the msi uninstaller where we want to offer the option to clean up the settings since logs and settings are two different things and log cleaning seems something we should do silently || upgrading to new version makes logs from a previous version obsolete so its reasonable to remove them as part of updating/installation process || @davidegiacometti i have tested it and it creates a log file but i do not understand how this pull request is related to #7834  || @mykhailopylyp its related to #7834 in the sense that it will help debugging that problem ||,powerlauncherexe throws on windows user sign out / shutdown,  ℹ computer information- powertoys version: v0250- powertoy utility: fancyzones fileexplorer keyboard manager powerrename powertoys run and shortcut guide are active- running powertoys as admin: yes and no (tried both)- windows build number: windows 10 pro version 2004 (os build 19041572)  📝 provide detailed reproduction steps (if any)1 sign in2 powertoys auto starts (as admin or not doesnt matter)3 sign out  ✔️ expected resultno error should appear in the event log # ❌ actual resulterror popup on sign out + log present in event log:```application: powerlauncherexecoreclr version: 47002047201net core version: 319description: the process was terminated due to an unhandled exceptionexception info: systeminvalidoperationexception: sequence contains no elements   at systemlinqthrowhelperthrownoelementsexception()   at systemlinqenumerablefirst[tsource](ienumerable`1 source)   at powerlauncherreportwindowsetexception(exception exception)   at powerlauncherreportwindowctor(exception exception)   at powerlauncherhelpererrorreportingreport(exception e boolean waitforclose)   at powerlauncherhelpererrorreportingdispatcherunhandledexception(object sender dispatcherunhandledexceptioneventargs e)   at systemwindowsthreadingdispatchercatchexception(exception e)   at systemwindowsthreadingdispatchercatchexceptionstatic(object source exception e)   at systemwindowsthreadingexceptionwrappercatchexception(object source exception e delegate catchhandler)   at systemwindowsthreadingexceptionwrappertrycatchwhen(object source delegate callback object args int32 numargs delegate catchhandler)   at systemwindowsthreadingdispatcherlegacyinvokeimpl(dispatcherpriority priority timespan timeout delegate method object args int32 numargs)   at mswin32hwndsubclasssubclasswndproc(intptr hwnd int32 msg intptr wparam intptr lparam)```  📷 screenshotspopup is too quick cant screenshot it## othersimilar to #2820 but different exception,we should track down the issue and fix this i dont think it is a drop everything item however || ![screenshot (3)]( was able to get the screenshot by recording a slo-mo hope this helps || not sure whats the exception on logoff since i am not able to reproduce it in the current master but  is fixing an issue with the pt run log file that wasnt created || i got an error when logging out/shutting down too || 是的，我也遇到了这个问题。 || i have the same problem trace is identical but coreclr version is 47002026901 and net core version 316 || i just did a full system build five days ago using v025 im getting power launcher errors on shutdown and random fancyzone errors when dragging windows around i was getting the power launcher errors before the rebuild too![windows]( || @joe-flash @jcavallo if i read the thread correctly theres a fix from @crutkas committed for version 029 im guessing this issue will be closed when 029 is released so no real need to report it anymore until thensee this above: ( || @dstj indeed my bad i was looking for a matching pr :/  sorry fix was done by @davidegiacometti for 027! || shipped with 027 release  ||,1.0,0.0,fix log file not created,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[fancyzones] enable keyboard accessibility for template and custom layout items,   template and custom layout items are now accessible through keyboard  either by navigating by  tab  or through keyboard arrows. when certain layout is focused through keyboard  and user presses  enter  or  space  key  layout will be applied.    7089 . if not  go over [here](      1. open powertoys settings app. 2. navigate to fancyzones menu item and activate it. 3. navigate to launch zone editor button and activate it. choose your layout for this desktop window will open. 4. try accessing one of focus/column/rows/grid/power grid menu items using keyboard ( tab  or keyboard arrows). 5. press  enter  or  space  key. 6. open fancyzones editor again  and do the same with custom layouts.  expected result: layout items (both template and custom) are accessible through keyboard.,,7089,[fancyzones] enable keyboard accessibility for template and custom layout items,   template and custom layout items are now accessible through keyboard either by navigating  tab` or through keyboard arrows when certain layout is focused through keyboard and user presses `enter` or `space` key layout will be applied     7089*      (     1 open powertoys settings app2 navigate to fancyzones menu item and activate it3 navigate to launch zone editor button and activate it choose your layout for this desktop window will open4 try accessing one of focus/column/rows/grid/power grid menu items using keyboard (`tab` or keyboard arrows)5 press `enter` or `space` key6 open fancyzones editor again and do the same with custom layoutsexpected result: layout items (both template and custom) are accessible through keyboard,> and user presses enter or space key layout will be appliedi would say that `enter` itself is enough || > > and user presses enter or space key layout will be applied> > i would say that `enter` itself is enoughchange is trivial im perfectly fine with both solutions (i guess no harm done in having additional option) @enricogior what do you think ? ||,[keyboard navigation - power toys - fancy zones > launch zone editor]: focus/column/rows/grid/power grid menu items present in the choose your layout for this desktop window are not accessible using keyboard,[power toys utility-launch zones editor] user experience: if the content is not operated through a keyboard or keyboard interface it would not be operable by people with no vision some people with hand tremors find using a mouse very difficult  as well as by people who must use alternate keyboards or input devices that act as keyboard emulators individuals with low vision would also find it difficult to control it from the keyboard test environment: os version: 202211000app name: power toy previewapp version: v0230screen reader: narrator repro steps: 1 open power toys settings app2 navigate to fancy zones menu item and activate it fancy zone pane will open3 navigate to launch zone editor button and activate it choose your layout for this desktop window will open4 focus/column/rows/grid/power grid menu items using keyboard5 observe the issue actual result:**focus/column/rows/grid/power grid menu items present in the choose your layout for this desktop window are not accessible using keyboard they are accessible using mouse only**expected result:**focus/column/rows/grid/power grid menu items present in the choose your layout for this desktop window should be accessible using both keyboard and mouse**note:**same issue is repro under custom tab alsosame issue is repro after activating edit selected layout button**mas reference:**[https://microsoftsharepointcom/ /r/teams/msenable/_layouts/15/wopiframeaspx?sourcedoc%7b8492c4eb-c179-40ae-8777-cd044ed725a2%7d&cid11dfb0db-05fd-431c-b94d-f2b97e7746c4](url)[63_mas211_focus_column_list_item_not_accessible_keyboardzip](https://githubcom/microsoft/powertoys/files/5329237/63_mas211_focus_column_list_item_not_accessible_keyboardzip),shipped with 027 release  ||,1.0,0.0,enable keyboard accessibility for template and custom layout items,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[fancyzones editor][accessibility] remove left/right window commands,   _?_ screen reader is reading left/right window commands elements of the metro window. to prevent this  remove them.    7072 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #     _?_  - open fancyzones editor  - click edit selected item  - turn on narrator  - navigate through window elements using arrow keys  - observe that there are no hidden elements in top left corner of the screen  i.e. narrator doesn t narrate them  do the same for both grid and custom editor windows,,7072,[fancyzones editor][accessibility] remove left/right window commands,   _ ?_screen reader is reading left/right window commands elements of the metro window to prevent this remove them     7072*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    _ ?_ - open fancyzones editor - click edit selected item - turn on narrator - navigate through window elements using arrow keys - observe that there are no hidden elements in top left corner of the screen ie narrator doesnt narrate themdo the same for both grid and custom editor windows,,[screen reader - fancy zones-launch zones-create new custom]:in scan mode narrator focus moves to hidden elements on the create new custom dialog,[fancy zones - launch zones - utility - create new custom ] user experience: screen reader and keyboard users will be affected here as they will be disoriented with the screen reader’s behavior and focus as it moves to hidden elements of the dialog test environment: os version: 202211000app name: power toy previewapp version: v0230screen reader: narrator repro steps: 1 open power toys app2 navigate to fancy zone button and activate it3 navigate to launch zones editor and activate it4 navigate to custom tab in  choose your layout for this desktop dialog and select it5 navigate to create new custom item and select it 6 navigate to edit selected layout element and activate it7 turn on narrator and then scan mode by caps+space keys8 traverse through opened custom layout creator dialog and observe the issue actual result:**narrator focus moves to hidden elements in scan mode and it announces as ‘left window command overflow toggle button off button disabled right window command overflow toggle button off button disabled ’ when user navigates the dialog in scan mode by down arrow key**observation:** nvdas browse mode isnt working on the dialog**expected result:**narrator focus should not move to hidden elements in scan mode and should only move to the visible elements of the respective opened dialog**mas reference:** a new custom-mas4210-narrator focus moves to hidden elementszip](https://githubcom/microsoft/powertoys/files/5329004/40_createanewcustom-mas4210-narratorfocusmovestohiddenelementszip),shipped with 027 release  || issue is   verified on os version: 202571 app version: v0270 ||,1.0,0.0,null left/rightwindowcommands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,stylecop microsoft.powertoys.settings.ui.unittests,   _?_  getting stylecop with microsoft.powertoys.settings.ui.unittests.  mostly whitespace changes    8094 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,8094,stylecop microsoftpowertoyssettingsuiunittests,   _ ?_getting stylecop with microsoftpowertoyssettingsuiunittests  mostly whitespace changes     8094*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,@enricogior who do you want to review this? ||,stylecop / fxcop work with 025 code base,from  here are the remaining work items   fancyzoneeditor-   fxcop (moved to dedicated item  unittest-colorpickerui-   stylecop <- pr #8096-   fxcop <- pr #8386 (in progress)  microsoftpowertoyssettingsuiunittests-   stylecop <- pr #8095,just found this:   this relevant for powertoys? || > just found this:  is this relevant for powertoys?i believe that is a net 5 thing || closing this as this isnt end user facing ||,1.0,0.0,update generalcs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,stylecop for unittest-colorpickerui,   stylecop for stylecop for unittest-colorpickerui  almost all whitespace changes     8094 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,8094,stylecop for unittest-colorpickerui,   stylecop for stylecop for unittest-colorpickeruialmost all whitespace changes      8094*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,@enricogior who do you want to review this? ||,stylecop / fxcop work with 025 code base,from  here are the remaining work items   fancyzoneeditor-   fxcop (moved to dedicated item  unittest-colorpickerui-   stylecop <- pr #8096-   fxcop <- pr #8386 (in progress)  microsoftpowertoyssettingsuiunittests-   stylecop <- pr #8095,just found this:   this relevant for powertoys? || > just found this:  is this relevant for powertoys?i believe that is a net 5 thing || closing this as this isnt end user facing ||,1.0,0.0,stylecop changes  all whitespace and a rename of a file,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
